featureID	uniq_len	num_alignments	counts	tpm
JJAGMNAF_00001	1407	252.0	250.64	240.73
JJAGMNAF_00002	741	107.5	100.37	183.05
JJAGMNAF_00003	2547	420.5	411.32	218.24
JJAGMNAF_00004	3006	133.5	133.28	59.92
JJAGMNAF_00005	369	22.0	18.14	66.42
JJAGMNAF_00006	882	123.0	112.96	173.08
JJAGMNAF_00007	1026	77.0	68.73	90.53
JJAGMNAF_00008	1317	156.0	151.15	155.10
JJAGMNAF_00009	1674	50.5	50.48	40.75
JJAGMNAF_00010	201	3194.0	2702.74	18171.48
JJAGMNAF_00011	693	13.5	11.92	23.25
JJAGMNAF_00012	444	2001.0	1859.56	5659.91
JJAGMNAF_00013	270	933.0	649.97	3253.21
JJAGMNAF_00014	345	644.0	519.21	2033.79
JJAGMNAF_00015	447	58.0	50.64	153.09
JJAGMNAF_00016	183	640.0	607.37	4485.22
JJAGMNAF_00017	699	1236.0	1198.67	2317.43
JJAGMNAF_00018	1599	916.5	871.30	736.38
JJAGMNAF_00019	2160	1610.5	1603.37	1003.15
JJAGMNAF_00020	147	9.0	0.84	7.73
JJAGMNAF_00021	1131	3.5	3.50	4.18
JJAGMNAF_00022	192	0.0	0.00	0.00
JJAGMNAF_00023	1242	0.0	0.00	0.00
JJAGMNAF_00024	906	0.0	0.00	0.00
JJAGMNAF_00025	1467	0.0	0.00	0.00
JJAGMNAF_00026	987	0.0	0.00	0.00
JJAGMNAF_00027	627	0.0	0.00	0.00
JJAGMNAF_00028	408	0.0	0.00	0.00
JJAGMNAF_00029	891	0.0	0.00	0.00
JJAGMNAF_00030	2676	0.0	0.00	0.00
JJAGMNAF_00031	1032	0.0	0.00	0.00
JJAGMNAF_00032	1938	52.0	50.78	35.41
JJAGMNAF_00033	2042	40.5	39.26	25.98
JJAGMNAF_00034	2591	36.0	34.63	18.06
JJAGMNAF_00035	1584	27.0	25.41	21.68
JJAGMNAF_00036	2508	39.0	38.85	20.93
JJAGMNAF_00037	4053	58.5	58.50	19.51
JJAGMNAF_00038	1614	8.5	8.50	7.12
JJAGMNAF_00039	510	1.5	1.50	3.97
JJAGMNAF_00040	1935	124.0	123.92	86.54
JJAGMNAF_00041	3072	10.5	10.02	4.41
JJAGMNAF_00042	1899	0.5	0.50	0.36
JJAGMNAF_00043	972	5.0	3.88	5.40
JJAGMNAF_00044	1122	2.0	2.00	2.41
JJAGMNAF_00045	966	3.5	3.50	4.90
JJAGMNAF_00046	1539	1.5	1.50	1.32
JJAGMNAF_00047	792	139.0	137.50	234.63
JJAGMNAF_00048	906	0.0	0.00	0.00
JJAGMNAF_00049	1385	910.0	869.25	848.16
JJAGMNAF_00050	632	422.0	394.01	842.50
JJAGMNAF_00051	1041	185.0	181.57	235.71
JJAGMNAF_00052	1920	23.5	23.04	16.22
JJAGMNAF_00053	654	150.5	142.42	294.29
JJAGMNAF_00054	1296	41.0	36.96	38.54
JJAGMNAF_00055	543	24.0	21.60	53.77
JJAGMNAF_00056	783	38.0	36.80	63.52
JJAGMNAF_00057	975	217.0	211.19	292.71
JJAGMNAF_00058	1803	203.0	172.23	129.09
JJAGMNAF_00059	576	147.0	139.49	327.26
JJAGMNAF_00060	1164	290.5	279.86	324.92
JJAGMNAF_00061	3173	136.5	134.64	57.34
JJAGMNAF_00062	1470	61.0	58.74	54.00
JJAGMNAF_00063	3067	109.5	106.33	46.85
JJAGMNAF_00064	1068	66.0	63.10	79.84
JJAGMNAF_00065	1650	20.5	17.69	14.49
JJAGMNAF_00066	1512	9.0	7.99	7.14
JJAGMNAF_00067	903	3.0	2.11	3.16
JJAGMNAF_00068	1905	11.5	10.66	7.56
JJAGMNAF_00069	1095	6.0	5.90	7.28
JJAGMNAF_00070	249	10.5	10.15	55.07
JJAGMNAF_00071	867	54.0	47.11	73.42
JJAGMNAF_00072	222	19.0	14.70	89.51
JJAGMNAF_00073	999	22.0	20.40	27.60
JJAGMNAF_00074	1080	60.5	57.95	72.52
JJAGMNAF_00075	771	284.5	277.47	486.35
JJAGMNAF_00076	867	99.0	79.29	123.59
JJAGMNAF_00077	783	84.0	80.04	138.14
JJAGMNAF_00078	1569	232.0	223.33	192.36
JJAGMNAF_00079	858	84.0	77.36	121.84
JJAGMNAF_00080	543	60.5	48.64	121.05
JJAGMNAF_00081	660	129.0	119.33	244.33
JJAGMNAF_00082	3705	1445.5	1443.36	526.46
JJAGMNAF_00083	4017	227.5	227.10	76.40
JJAGMNAF_00084	545	31.0	30.30	75.13
JJAGMNAF_00085	569	27.0	22.48	53.38
JJAGMNAF_00086	1500	253.5	251.77	226.83
JJAGMNAF_00087	2802	400.5	398.65	192.27
JJAGMNAF_00088	1032	45.5	44.18	57.86
JJAGMNAF_00089	2307	206.5	198.30	116.16
JJAGMNAF_00090	492	110.0	103.14	283.31
JJAGMNAF_00091	208	27.0	20.02	130.08
JJAGMNAF_00092	1417	108.0	107.06	102.10
JJAGMNAF_00093	1680	98.5	87.01	69.99
JJAGMNAF_00094	183	46.0	31.42	232.01
JJAGMNAF_00095	966	116.0	113.16	158.30
JJAGMNAF_00096	594	46.0	42.46	96.60
JJAGMNAF_00097	1170	239.5	235.68	272.22
JJAGMNAF_00098	1116	112.0	106.70	129.20
JJAGMNAF_00099	819	158.0	140.00	231.01
JJAGMNAF_00100	1236	170.5	157.66	172.38
JJAGMNAF_00101	1041	493.5	459.24	596.18
JJAGMNAF_00102	1386	454.5	436.63	425.73
JJAGMNAF_00103	768	354.5	340.63	599.39
JJAGMNAF_00104	564	302.0	290.94	697.11
JJAGMNAF_00105	903	49.0	41.55	62.19
JJAGMNAF_00106	2040	222.0	221.00	146.40
JJAGMNAF_00107	111	4.0	2.26	27.49
JJAGMNAF_00108	774	15.0	13.00	22.71
JJAGMNAF_00109	1779	161.5	158.98	120.77
JJAGMNAF_00110	1551	19.0	18.45	16.07
JJAGMNAF_00111	188	0.5	0.50	3.59
JJAGMNAF_00112	1808	23.0	22.94	17.14
JJAGMNAF_00113	3402	31.5	31.38	12.46
JJAGMNAF_00114	975	1.0	1.00	1.39
JJAGMNAF_00115	597	12.0	12.00	27.16
JJAGMNAF_00116	2109	53.5	53.00	33.96
JJAGMNAF_00117	1191	30.0	28.62	32.48
JJAGMNAF_00118	1344	887.5	886.27	891.15
JJAGMNAF_00119	1887	123.5	122.12	87.46
JJAGMNAF_00120	384	14.0	13.60	47.87
JJAGMNAF_00121	1224	1.5	1.24	1.37
JJAGMNAF_00122	1650	0.0	0.00	0.00
JJAGMNAF_00123	1938	0.0	0.00	0.00
JJAGMNAF_00124	2637	0.0	0.00	0.00
JJAGMNAF_00125	1086	0.0	0.00	0.00
JJAGMNAF_00126	1923	0.0	0.00	0.00
JJAGMNAF_00127	1386	0.0	0.00	0.00
JJAGMNAF_00128	1427	0.0	0.00	0.00
JJAGMNAF_00129	134	0.0	0.00	0.00
JJAGMNAF_00130	933	0.0	0.00	0.00
JJAGMNAF_00131	1437	0.0	0.00	0.00
JJAGMNAF_00132	2028	0.0	0.00	0.00
JJAGMNAF_00133	3327	0.0	0.00	0.00
JJAGMNAF_00134	516	0.0	0.00	0.00
JJAGMNAF_00135	2814	0.0	0.00	0.00
JJAGMNAF_00136	2727	0.0	0.00	0.00
JJAGMNAF_00137	1614	0.0	0.00	0.00
JJAGMNAF_00138	2367	0.0	0.00	0.00
JJAGMNAF_00139	3422	0.0	0.00	0.00
JJAGMNAF_00140	1931	0.0	0.00	0.00
JJAGMNAF_00141	1827	0.0	0.00	0.00
JJAGMNAF_00142	3078	0.0	0.00	0.00
JJAGMNAF_00143	546	0.0	0.00	0.00
JJAGMNAF_00144	1227	0.0	0.00	0.00
JJAGMNAF_00145	2805	0.0	0.00	0.00
JJAGMNAF_00148	387	366.0	294.97	1030.03
JJAGMNAF_00149	1851	252.5	245.40	179.16
JJAGMNAF_00150	1215	428.5	417.91	464.82
JJAGMNAF_00151	1194	294.5	290.45	328.74
JJAGMNAF_00152	168	275.5	221.11	1778.59
JJAGMNAF_00153	2979	241.0	233.37	105.86
JJAGMNAF_00154	843	46.5	45.72	73.29
JJAGMNAF_00155	780	36.0	35.01	60.65
JJAGMNAF_00156	354	2709.0	2603.96	9940.62
JJAGMNAF_00157	219	13.0	12.06	74.41
JJAGMNAF_00158	4281	334.5	333.50	105.28
JJAGMNAF_00159	315	33.5	32.98	141.50
JJAGMNAF_00160	1416	16.5	15.58	14.87
JJAGMNAF_00161	1904	15.0	15.00	10.65
JJAGMNAF_00162	1385	6.5	6.23	6.08
JJAGMNAF_00163	2352	23.5	23.32	13.40
JJAGMNAF_00164	384	4.5	3.96	13.95
JJAGMNAF_00165	723	1.0	0.48	0.89
JJAGMNAF_00166	1167	96.5	90.08	104.31
JJAGMNAF_00167	3321	58.0	53.78	21.88
JJAGMNAF_00168	1644	4.0	4.00	3.29
JJAGMNAF_00169	1827	14.0	13.82	10.22
JJAGMNAF_00170	2979	9.5	8.69	3.94
JJAGMNAF_00171	2856	5.0	4.71	2.23
JJAGMNAF_00172	1395	1.5	0.67	0.65
JJAGMNAF_00173	1326	1.0	1.00	1.02
JJAGMNAF_00174	2310	0.0	0.00	0.00
JJAGMNAF_00175	3294	0.0	0.00	0.00
JJAGMNAF_00176	1182	9.5	8.88	10.15
JJAGMNAF_00177	1596	0.0	0.00	0.00
JJAGMNAF_00178	906	0.0	0.00	0.00
JJAGMNAF_00179	1614	0.0	0.00	0.00
JJAGMNAF_00180	2139	0.0	0.00	0.00
JJAGMNAF_00181	318	0.0	0.00	0.00
JJAGMNAF_00182	1782	1.0	1.00	0.76
JJAGMNAF_00183	1284	0.0	0.00	0.00
JJAGMNAF_00184	1854	1.0	1.00	0.73
JJAGMNAF_00185	3288	0.5	0.50	0.21
JJAGMNAF_00186	1134	1.0	1.00	1.19
JJAGMNAF_00187	2093	37.5	36.98	23.88
JJAGMNAF_00188	2333	12.5	11.66	6.76
JJAGMNAF_00189	2868	1.5	1.50	0.71
JJAGMNAF_00190	1275	1.0	1.00	1.06
JJAGMNAF_00191	1462	2.5	2.18	2.01
JJAGMNAF_00192	672	15.0	14.72	29.60
JJAGMNAF_00193	800	3.0	3.00	5.07
JJAGMNAF_00194	1425	7.0	7.00	6.64
JJAGMNAF_00195	2763	17.5	17.22	8.42
JJAGMNAF_00196	987	171.5	150.99	206.74
JJAGMNAF_00197	165	10.5	4.62	37.84
JJAGMNAF_00198	135	53.5	42.60	426.44
JJAGMNAF_00199	389	474.0	418.40	1453.52
JJAGMNAF_00200	971	806.5	783.34	1090.22
JJAGMNAF_00201	720	104.0	101.48	190.48
JJAGMNAF_00202	1257	75.0	68.48	73.62
JJAGMNAF_00203	1242	91.0	83.84	91.23
JJAGMNAF_00204	1095	71.5	65.24	80.51
JJAGMNAF_00205	1317	122.5	115.55	118.56
JJAGMNAF_00206	1359	0.0	0.00	0.00
JJAGMNAF_00207	954	277.0	234.89	332.74
JJAGMNAF_00208	834	372.5	342.66	555.25
JJAGMNAF_00209	1395	343.0	336.94	326.41
JJAGMNAF_00210	954	104.0	96.43	136.59
JJAGMNAF_00211	660	229.5	209.38	428.72
JJAGMNAF_00212	709	157.0	137.44	261.96
JJAGMNAF_00213	2134	319.0	303.40	192.13
JJAGMNAF_00214	1011	603.0	586.61	784.12
JJAGMNAF_00215	642	437.0	420.69	885.53
JJAGMNAF_00216	1542	1415.5	1365.92	1197.08
JJAGMNAF_00217	2694	358.0	354.42	177.79
JJAGMNAF_00218	846	86.5	80.75	128.99
JJAGMNAF_00219	1029	150.0	139.07	182.65
JJAGMNAF_00221	2454	18.5	15.55	8.56
JJAGMNAF_00222	1884	3.0	3.00	2.15
JJAGMNAF_00223	384	1.0	1.00	3.52
JJAGMNAF_00224	1689	3.5	3.50	2.80
JJAGMNAF_00225	3072	5.0	5.00	2.20
JJAGMNAF_00226	1647	20.5	20.19	16.57
JJAGMNAF_00227	861	1.5	1.50	2.35
JJAGMNAF_00228	933	4.5	4.03	5.83
JJAGMNAF_00229	927	5.0	4.91	7.16
JJAGMNAF_00230	1260	9.0	9.00	9.65
JJAGMNAF_00231	1020	47.0	40.04	53.05
JJAGMNAF_00232	645	89.5	85.92	180.03
JJAGMNAF_00238	429	0.0	0.00	0.00
JJAGMNAF_00239	297	5.0	3.38	15.40
JJAGMNAF_00240	99	5.0	2.24	30.51
JJAGMNAF_00241	534	15.5	10.69	27.04
JJAGMNAF_00242	1459	111.0	104.05	96.38
JJAGMNAF_00243	926	185.0	177.40	258.90
JJAGMNAF_00244	1354	138.5	130.33	130.08
JJAGMNAF_00245	294	48.5	45.84	210.71
JJAGMNAF_00246	3171	226.5	219.76	93.66
JJAGMNAF_00247	1023	103.0	95.08	125.60
JJAGMNAF_00248	1326	175.5	167.52	170.73
JJAGMNAF_00249	630	133.5	122.81	263.43
JJAGMNAF_00250	768	129.0	116.40	204.82
JJAGMNAF_00251	1386	219.5	207.42	202.24
JJAGMNAF_00252	3219	485.0	472.64	198.42
JJAGMNAF_00253	1212	152.0	149.19	166.34
JJAGMNAF_00254	2286	456.5	453.92	268.34
JJAGMNAF_00255	1335	1272.0	1262.66	1278.17
JJAGMNAF_00256	1149	87.0	83.63	98.36
JJAGMNAF_00257	777	166.0	142.42	247.70
JJAGMNAF_00258	147	2.5	0.76	6.99
JJAGMNAF_00259	1206	787.5	782.96	877.35
JJAGMNAF_00260	2958	351.5	349.70	159.77
JJAGMNAF_00261	1338	641.0	622.17	628.40
JJAGMNAF_00262	385	106.0	97.74	343.07
JJAGMNAF_00263	1287	154.5	122.88	129.03
JJAGMNAF_00264	509	94.5	87.65	232.71
JJAGMNAF_00265	1824	70.0	66.15	49.01
JJAGMNAF_00266	942	844.5	833.57	1195.84
JJAGMNAF_00267	873	84.0	82.65	127.93
JJAGMNAF_00268	882	131.5	123.70	189.53
JJAGMNAF_00269	552	102.5	93.21	228.19
JJAGMNAF_00270	987	175.5	162.18	222.06
JJAGMNAF_00271	1176	109.0	98.13	112.77
JJAGMNAF_00272	1251	109.0	104.88	113.30
JJAGMNAF_00273	429	794.5	756.85	2384.15
JJAGMNAF_00274	366	16.0	13.69	50.56
JJAGMNAF_00275	1851	69.5	66.62	48.64
JJAGMNAF_00276	1104	107.5	101.51	124.26
