featureID	uniq_len	num_alignments	counts	tpm
JJAGMNAF_00001	1407	524.5	521.93	507.90
JJAGMNAF_00002	741	193.0	182.25	336.76
JJAGMNAF_00003	2547	1156.5	1137.20	611.32
JJAGMNAF_00004	3006	126.5	125.84	57.32
JJAGMNAF_00005	369	28.0	23.31	86.48
JJAGMNAF_00006	882	144.0	133.57	207.35
JJAGMNAF_00007	1026	125.0	114.06	152.21
JJAGMNAF_00008	1317	284.5	279.58	290.66
JJAGMNAF_00009	1674	72.5	71.94	58.84
JJAGMNAF_00010	201	1415.0	1181.25	8046.52
JJAGMNAF_00011	693	15.0	13.62	26.90
JJAGMNAF_00012	444	1011.0	918.38	2832.06
JJAGMNAF_00013	270	908.5	638.22	3236.46
JJAGMNAF_00014	345	608.0	495.75	1967.46
JJAGMNAF_00015	447	35.5	28.54	87.42
JJAGMNAF_00016	183	508.0	481.69	3603.93
JJAGMNAF_00017	699	1593.5	1528.50	2994.00
JJAGMNAF_00018	1599	1325.0	1245.12	1066.17
JJAGMNAF_00019	2160	5650.5	5633.37	3570.90
JJAGMNAF_00020	147	24.5	2.17	20.25
JJAGMNAF_00021	1131	7.5	7.29	8.82
JJAGMNAF_00022	192	495.5	349.87	2494.98
JJAGMNAF_00023	1242	1351.5	1121.33	1236.17
JJAGMNAF_00024	906	34.0	22.37	33.81
JJAGMNAF_00025	1467	18.5	18.50	17.27
JJAGMNAF_00026	987	2.5	2.23	3.09
JJAGMNAF_00027	627	28.0	27.55	60.16
JJAGMNAF_00028	408	933.5	736.23	2470.68
JJAGMNAF_00029	891	1239.5	878.56	1350.08
JJAGMNAF_00030	2676	333.0	318.56	162.99
JJAGMNAF_00031	1032	87.0	83.72	111.07
JJAGMNAF_00032	1938	47.5	45.05	31.83
JJAGMNAF_00033	2042	16.0	15.59	10.45
JJAGMNAF_00034	2591	38.0	36.43	19.25
JJAGMNAF_00035	1584	14.0	13.59	11.75
JJAGMNAF_00036	2508	39.0	38.72	21.14
JJAGMNAF_00037	4053	54.0	53.87	18.20
JJAGMNAF_00038	1614	14.0	13.12	11.13
JJAGMNAF_00039	510	0.0	0.00	0.00
JJAGMNAF_00040	1935	7.5	7.50	5.31
JJAGMNAF_00041	3072	9.0	9.00	4.01
JJAGMNAF_00042	1899	3.5	3.50	2.52
JJAGMNAF_00043	972	15.5	14.10	19.86
JJAGMNAF_00044	1122	6.5	6.44	7.85
JJAGMNAF_00045	966	16.5	16.09	22.80
JJAGMNAF_00046	1539	2.5	2.50	2.22
JJAGMNAF_00047	792	53.5	52.84	91.35
JJAGMNAF_00048	906	5.5	2.86	4.32
JJAGMNAF_00049	1385	1526.0	1478.45	1461.57
JJAGMNAF_00050	632	574.5	528.83	1145.67
JJAGMNAF_00051	1041	175.5	169.41	222.82
JJAGMNAF_00052	1920	49.5	48.43	34.54
JJAGMNAF_00053	654	245.0	231.80	485.28
JJAGMNAF_00054	1296	105.5	99.06	104.65
JJAGMNAF_00055	543	72.0	62.50	157.59
JJAGMNAF_00056	783	63.0	62.16	108.70
JJAGMNAF_00057	975	169.5	162.59	228.33
JJAGMNAF_00058	1803	249.5	228.53	173.54
JJAGMNAF_00059	576	150.5	143.87	341.99
JJAGMNAF_00060	1164	360.5	339.11	398.89
JJAGMNAF_00061	3173	98.0	96.39	41.59
JJAGMNAF_00062	1470	65.5	61.37	57.16
JJAGMNAF_00063	3067	122.0	119.81	53.48
JJAGMNAF_00064	1068	64.0	61.13	78.37
JJAGMNAF_00065	1650	26.5	24.58	20.40
JJAGMNAF_00066	1512	15.5	14.98	13.56
JJAGMNAF_00067	903	10.0	8.47	12.84
JJAGMNAF_00068	1905	33.0	32.39	23.28
JJAGMNAF_00069	1095	28.0	26.92	33.65
JJAGMNAF_00070	249	27.0	25.81	141.91
JJAGMNAF_00071	867	49.5	42.14	66.54
JJAGMNAF_00072	222	20.0	15.40	94.99
JJAGMNAF_00073	999	29.0	27.17	37.24
JJAGMNAF_00074	1080	88.0	84.68	107.36
JJAGMNAF_00075	771	177.5	173.37	307.87
JJAGMNAF_00076	867	87.5	73.30	115.76
JJAGMNAF_00077	783	84.0	79.51	139.04
JJAGMNAF_00078	1569	383.0	369.69	322.61
JJAGMNAF_00079	858	151.5	140.38	224.02
JJAGMNAF_00080	543	80.0	70.60	178.03
JJAGMNAF_00081	660	130.0	121.37	251.79
JJAGMNAF_00082	3705	1307.0	1303.07	481.55
JJAGMNAF_00083	4017	258.0	256.78	87.52
JJAGMNAF_00084	545	29.5	28.35	71.22
JJAGMNAF_00085	569	25.5	21.71	52.25
JJAGMNAF_00086	1500	273.0	271.39	247.72
JJAGMNAF_00087	2802	386.5	384.45	187.86
JJAGMNAF_00088	1032	41.0	38.39	50.93
JJAGMNAF_00089	2307	350.5	340.14	201.87
JJAGMNAF_00090	492	120.5	114.04	317.36
JJAGMNAF_00091	208	29.0	19.04	125.33
JJAGMNAF_00092	1417	147.5	145.30	140.40
JJAGMNAF_00093	1680	106.0	97.21	79.22
JJAGMNAF_00094	183	57.0	35.60	266.38
JJAGMNAF_00095	966	112.0	105.87	150.06
JJAGMNAF_00096	594	47.5	41.56	95.79
JJAGMNAF_00097	1170	330.5	319.14	373.48
JJAGMNAF_00098	1116	149.0	130.64	160.28
JJAGMNAF_00099	819	196.0	167.21	279.54
JJAGMNAF_00100	1236	150.0	128.84	142.73
JJAGMNAF_00101	1041	504.0	470.65	619.03
JJAGMNAF_00102	1386	420.5	407.17	402.23
JJAGMNAF_00103	768	246.0	236.07	420.87
JJAGMNAF_00104	564	363.5	356.06	864.38
JJAGMNAF_00105	903	28.5	27.18	41.21
JJAGMNAF_00106	2040	104.5	104.50	70.14
JJAGMNAF_00107	111	0.0	0.00	0.00
JJAGMNAF_00108	774	3.0	2.51	4.45
JJAGMNAF_00109	1779	156.5	155.59	119.75
JJAGMNAF_00110	1551	17.0	16.26	14.35
JJAGMNAF_00111	188	2.0	1.41	10.23
JJAGMNAF_00112	1808	12.5	12.04	9.12
JJAGMNAF_00113	3402	19.0	18.89	7.60
JJAGMNAF_00114	975	5.5	5.50	7.72
JJAGMNAF_00115	597	8.0	8.00	18.35
JJAGMNAF_00116	2109	86.0	84.66	54.96
JJAGMNAF_00117	1191	40.5	36.89	42.41
JJAGMNAF_00118	1344	1244.0	1240.45	1263.70
JJAGMNAF_00119	1887	134.5	129.64	94.07
JJAGMNAF_00120	384	21.0	19.41	69.21
JJAGMNAF_00121	1224	7.0	6.42	7.18
JJAGMNAF_00122	1650	10.5	9.11	7.56
JJAGMNAF_00123	1938	11.5	11.50	8.12
JJAGMNAF_00124	2637	5.5	5.42	2.82
