featureID	uniq_len	num_alignments	counts	tpm
BHNFMJIF_00001	714	129.0	111.98	71.60
BHNFMJIF_00002	681	137.5	105.65	70.83
BHNFMJIF_00003	398	95.0	85.51	98.09
BHNFMJIF_00004	448	115.0	75.67	77.11
BHNFMJIF_00005	314	123.5	79.30	115.31
BHNFMJIF_00006	318	104.0	77.64	111.47
BHNFMJIF_00007	1305	351.0	330.78	115.73
BHNFMJIF_00008	399	124.0	84.78	97.01
BHNFMJIF_00009	699	289.0	250.82	163.83
BHNFMJIF_00010	1035	128.5	120.89	53.33
BHNFMJIF_00011	192	25.0	15.06	35.82
BHNFMJIF_00012	784	212.5	189.76	110.51
BHNFMJIF_00013	1120	425.0	418.56	170.63
BHNFMJIF_00014	338	44.0	39.61	53.50
BHNFMJIF_00015	2663	129.5	127.45	21.85
BHNFMJIF_00016	360	30.0	23.36	29.63
BHNFMJIF_00017	459	60.0	56.16	55.86
BHNFMJIF_00018	573	66.5	59.61	47.49
BHNFMJIF_00019	1407	114.0	105.25	34.15
BHNFMJIF_00020	708	88.0	81.97	52.86
BHNFMJIF_00021	315	8.5	4.51	6.54
BHNFMJIF_00022	1511	57.5	49.28	14.89
BHNFMJIF_00023	347	19.0	17.07	22.46
BHNFMJIF_00024	1014	61.0	57.55	25.91
BHNFMJIF_00025	189	16.0	10.07	24.33
BHNFMJIF_00026	1087	63.0	60.84	25.55
BHNFMJIF_00027	677	55.5	51.16	34.51
BHNFMJIF_00028	1005	51.0	49.42	22.45
BHNFMJIF_00029	589	30.5	25.44	19.72
BHNFMJIF_00030	485	33.5	26.50	24.95
BHNFMJIF_00032	120	18.0	15.89	60.47
BHNFMJIF_00033	182	9.0	6.24	15.66
BHNFMJIF_00034	171	9.5	5.55	14.82
BHNFMJIF_00035	640	29.5	26.74	19.07
BHNFMJIF_00036	285	18.5	14.33	22.96
BHNFMJIF_00037	174	13.5	11.90	31.22
BHNFMJIF_00038	105	4.0	0.85	3.68
BHNFMJIF_00039	308	316.5	259.96	385.36
BHNFMJIF_00040	362	240.5	180.46	227.61
BHNFMJIF_00041	288	23.5	15.64	24.80
BHNFMJIF_00042	276	11.0	5.68	9.40
BHNFMJIF_00043	190	14.5	8.26	19.86
BHNFMJIF_00044	166	18.5	11.64	32.01
BHNFMJIF_00045	411	25.5	16.14	17.93
BHNFMJIF_00046	467	25.0	23.69	23.16
BHNFMJIF_00047	248	27.0	24.07	44.32
BHNFMJIF_00048	240	23.0	18.24	34.70
BHNFMJIF_00049	280	19.5	13.47	21.96
BHNFMJIF_00050	343	27.5	18.40	24.49
BHNFMJIF_00051	198	14.5	9.43	21.74
BHNFMJIF_00052	210	9.5	5.26	11.43
BHNFMJIF_00053	237	21.5	16.24	31.29
BHNFMJIF_00054	99	4.5	1.37	6.32
BHNFMJIF_00055	786	186.5	180.53	104.87
BHNFMJIF_00056	345	246.5	211.45	279.83
BHNFMJIF_00057	318	624.0	557.46	800.38
BHNFMJIF_00058	318	87.0	75.40	108.26
BHNFMJIF_00059	594	133.0	116.02	89.18
BHNFMJIF_00060	342	132.0	101.65	135.71
BHNFMJIF_00061	210	147.5	98.51	214.18
BHNFMJIF_00062	924	350.0	290.93	143.76
BHNFMJIF_00063	2112	1892.0	1859.19	401.92
BHNFMJIF_00064	393	32.0	26.09	30.31
BHNFMJIF_00065	216	9.0	6.93	14.64
BHNFMJIF_00066	180	6.5	3.06	7.77
BHNFMJIF_00067	359	19.0	12.50	15.90
