featureID	uniq_len	num_alignments	counts	tpm
BHNFMJIF_00001	714	58.5	51.37	61.38
BHNFMJIF_00002	681	52.5	33.33	41.76
BHNFMJIF_00003	398	62.0	55.13	118.16
BHNFMJIF_00004	448	73.5	47.90	91.21
BHNFMJIF_00005	314	78.0	43.16	117.26
BHNFMJIF_00006	318	64.0	50.73	136.09
BHNFMJIF_00007	1305	150.0	143.70	93.94
BHNFMJIF_00008	399	75.5	51.19	109.45
BHNFMJIF_00009	699	179.0	150.43	183.59
BHNFMJIF_00010	1035	73.5	70.20	57.86
BHNFMJIF_00011	192	12.0	3.98	17.70
BHNFMJIF_00012	784	121.0	111.10	120.89
BHNFMJIF_00013	1120	294.0	291.32	221.89
BHNFMJIF_00014	338	27.5	22.67	57.21
BHNFMJIF_00015	2663	62.0	59.07	18.92
BHNFMJIF_00016	360	24.0	19.01	45.06
BHNFMJIF_00017	459	45.0	42.51	79.01
BHNFMJIF_00018	573	25.5	21.05	31.34
BHNFMJIF_00019	1407	55.0	53.04	32.16
BHNFMJIF_00020	708	31.0	28.44	34.27
BHNFMJIF_00021	315	9.0	4.03	10.90
BHNFMJIF_00022	1511	48.5	42.85	24.19
BHNFMJIF_00023	347	21.0	16.92	41.59
BHNFMJIF_00024	1014	36.5	31.20	26.25
BHNFMJIF_00025	189	14.5	8.44	38.07
BHNFMJIF_00026	1087	39.0	37.52	29.45
BHNFMJIF_00027	677	30.0	27.53	34.69
BHNFMJIF_00028	1005	28.0	27.22	23.10
BHNFMJIF_00029	589	15.0	12.28	17.79
BHNFMJIF_00030	485	20.0	17.32	30.46
BHNFMJIF_00032	120	5.0	3.80	26.99
BHNFMJIF_00033	182	7.0	5.68	26.60
BHNFMJIF_00034	171	5.0	2.71	13.52
BHNFMJIF_00035	640	17.5	15.55	20.73
BHNFMJIF_00036	285	8.5	4.88	14.60
BHNFMJIF_00037	174	10.0	9.30	45.59
BHNFMJIF_00038	105	1.5	0.42	3.44
BHNFMJIF_00039	308	144.0	99.65	276.00
BHNFMJIF_00040	362	148.5	101.31	238.75
BHNFMJIF_00041	288	12.5	6.97	20.66
BHNFMJIF_00042	276	9.5	5.31	16.42
