featureID	uniq_len	num_alignments	counts	tpm
BHNFMJIF_00001	714	12.0	9.36	8.65
BHNFMJIF_00002	681	20.0	15.82	15.32
BHNFMJIF_00003	398	13.5	11.63	19.27
BHNFMJIF_00004	448	30.0	16.06	23.64
BHNFMJIF_00005	314	30.5	22.39	47.01
BHNFMJIF_00006	318	20.0	11.89	24.66
BHNFMJIF_00007	1305	95.5	89.64	45.30
BHNFMJIF_00008	399	38.5	24.31	40.17
BHNFMJIF_00009	699	90.5	79.77	75.26
BHNFMJIF_00010	1035	54.0	49.95	31.83
BHNFMJIF_00011	192	1.5	0.85	2.91
BHNFMJIF_00012	784	94.0	74.57	62.72
BHNFMJIF_00013	1120	223.5	220.50	129.83
BHNFMJIF_00014	338	26.0	20.45	39.91
BHNFMJIF_00015	2663	8.5	6.79	1.68
BHNFMJIF_00016	360	2.0	1.50	2.75
BHNFMJIF_00017	459	4.0	4.00	5.75
BHNFMJIF_00018	573	3.0	2.04	2.35
BHNFMJIF_00019	1407	6.5	5.97	2.80
BHNFMJIF_00020	708	4.5	3.69	3.44
BHNFMJIF_00021	315	3.0	1.58	3.31
BHNFMJIF_00022	1511	21.5	19.43	8.48
BHNFMJIF_00023	347	9.5	7.31	13.89
BHNFMJIF_00024	1014	16.0	14.16	9.21
BHNFMJIF_00025	189	3.5	2.59	9.04
BHNFMJIF_00026	1087	4.0	3.82	2.32
BHNFMJIF_00027	677	6.5	6.40	6.24
BHNFMJIF_00028	1005	7.5	7.46	4.89
BHNFMJIF_00029	589	1.0	1.00	1.12
BHNFMJIF_00030	485	1.0	0.58	0.79
BHNFMJIF_00032	120	23.0	19.40	106.60
BHNFMJIF_00033	182	5.5	3.83	13.86
BHNFMJIF_00034	171	3.0	1.29	4.99
BHNFMJIF_00035	640	19.0	17.63	18.17
BHNFMJIF_00036	285	25.0	18.47	42.73
BHNFMJIF_00037	174	10.5	8.41	31.87
BHNFMJIF_00038	105	2.0	0.88	5.54
BHNFMJIF_00039	308	198.0	160.44	343.51
BHNFMJIF_00040	362	126.0	82.76	150.77
BHNFMJIF_00041	288	7.5	4.37	10.01
BHNFMJIF_00042	276	6.0	4.51	10.78
BHNFMJIF_00043	190	4.0	2.15	7.47
BHNFMJIF_00044	166	5.5	3.94	15.67
BHNFMJIF_00045	411	6.5	3.73	5.98
BHNFMJIF_00046	467	10.0	7.18	10.13
BHNFMJIF_00047	248	9.5	8.74	23.25
BHNFMJIF_00048	240	8.5	5.84	16.04
BHNFMJIF_00049	280	12.5	8.84	20.81
BHNFMJIF_00050	343	15.0	10.63	20.44
BHNFMJIF_00051	198	6.0	4.40	14.66
BHNFMJIF_00052	210	7.0	2.64	8.28
BHNFMJIF_00053	237	18.0	13.25	36.85
BHNFMJIF_00054	99	5.0	2.41	16.09
BHNFMJIF_00055	786	90.5	83.26	69.85
BHNFMJIF_00056	345	299.0	259.09	495.22
BHNFMJIF_00057	318	298.0	215.92	447.75
BHNFMJIF_00058	318	8.5	7.71	15.98
BHNFMJIF_00059	594	9.5	8.57	9.51
BHNFMJIF_00060	342	14.0	10.95	21.11
BHNFMJIF_00061	210	15.5	11.01	34.58
BHNFMJIF_00062	924	42.0	34.70	24.77
BHNFMJIF_00063	2112	214.0	207.44	64.77
BHNFMJIF_00064	393	12.5	12.06	20.24
BHNFMJIF_00065	216	0.5	0.36	1.11
BHNFMJIF_00066	180	1.0	0.47	1.74
BHNFMJIF_00067	359	4.5	3.81	6.99
BHNFMJIF_00068	188	0.5	0.50	1.75
BHNFMJIF_00069	2517	44.5	42.19	11.05
BHNFMJIF_00070	402	1.0	0.56	0.93
BHNFMJIF_00071	556	1.0	0.97	1.15
BHNFMJIF_00072	988	8.0	8.00	5.34
BHNFMJIF_00073	1157	6.0	6.00	3.42
BHNFMJIF_00074	626	0.5	0.50	0.53
