featureID	uniq_len	num_alignments	counts	tpm
BHNFMJIF_00001	714	13.5	11.87	12.89
BHNFMJIF_00002	681	17.5	16.03	18.26
BHNFMJIF_00003	398	7.5	6.77	13.20
BHNFMJIF_00004	448	19.0	12.52	21.68
BHNFMJIF_00005	314	23.5	17.16	42.40
BHNFMJIF_00006	318	13.5	10.37	25.31
BHNFMJIF_00007	1305	84.5	79.84	47.46
BHNFMJIF_00008	399	35.0	18.27	35.52
BHNFMJIF_00009	699	64.0	56.24	62.42
BHNFMJIF_00010	1035	44.5	41.45	31.07
BHNFMJIF_00011	192	0.0	0.00	0.00
BHNFMJIF_00012	784	88.5	70.16	69.43
BHNFMJIF_00013	1120	178.0	175.51	121.58
BHNFMJIF_00014	338	20.5	16.90	38.80
BHNFMJIF_00015	2663	5.5	4.80	1.40
BHNFMJIF_00016	360	1.5	1.50	3.23
BHNFMJIF_00017	459	2.5	2.22	3.75
BHNFMJIF_00018	573	1.0	1.00	1.35
BHNFMJIF_00019	1407	4.0	4.00	2.21
BHNFMJIF_00020	708	2.5	2.50	2.74
BHNFMJIF_00021	315	2.5	2.08	5.13
BHNFMJIF_00022	1511	22.0	21.08	10.82
BHNFMJIF_00023	347	5.5	4.32	9.67
BHNFMJIF_00024	1014	15.0	12.51	9.57
BHNFMJIF_00025	189	3.0	1.49	6.12
BHNFMJIF_00026	1087	5.0	4.93	3.52
BHNFMJIF_00027	677	0.5	0.50	0.57
BHNFMJIF_00028	1005	3.5	3.50	2.70
BHNFMJIF_00029	589	1.0	0.98	1.29
BHNFMJIF_00030	485	1.0	0.70	1.13
BHNFMJIF_00032	120	19.5	15.66	101.24
BHNFMJIF_00033	182	3.0	1.43	6.10
BHNFMJIF_00034	171	4.5	3.28	14.87
BHNFMJIF_00035	640	21.0	19.94	24.18
BHNFMJIF_00036	285	28.5	20.49	55.78
BHNFMJIF_00037	174	21.5	17.50	78.01
BHNFMJIF_00038	105	2.0	0.41	3.01
BHNFMJIF_00039	308	178.0	141.69	356.90
BHNFMJIF_00040	362	120.0	77.32	165.70
BHNFMJIF_00041	288	6.0	3.56	9.59
BHNFMJIF_00042	276	3.5	1.97	5.54
BHNFMJIF_00043	190	4.0	1.91	7.82
BHNFMJIF_00044	166	2.5	0.69	3.21
BHNFMJIF_00045	411	4.5	2.17	4.10
BHNFMJIF_00046	467	7.5	7.30	12.13
BHNFMJIF_00047	248	1.0	0.51	1.60
BHNFMJIF_00048	240	4.5	2.85	9.21
BHNFMJIF_00049	280	5.0	4.06	11.24
BHNFMJIF_00050	343	9.5	7.24	16.38
BHNFMJIF_00051	198	4.5	3.46	13.56
BHNFMJIF_00052	210	6.5	3.95	14.59
BHNFMJIF_00053	237	10.0	6.72	21.99
BHNFMJIF_00054	99	6.0	3.04	23.83
BHNFMJIF_00055	786	63.0	56.44	55.71
BHNFMJIF_00056	345	278.0	232.28	522.33
BHNFMJIF_00057	318	280.5	204.16	498.08
BHNFMJIF_00058	318	6.5	6.09	14.86
BHNFMJIF_00059	594	10.0	8.86	11.57
BHNFMJIF_00060	342	9.0	5.85	13.26
BHNFMJIF_00061	210	14.0	7.34	27.11
BHNFMJIF_00062	924	44.0	36.38	30.55
BHNFMJIF_00063	2112	180.0	172.24	63.27
BHNFMJIF_00064	393	9.5	9.27	18.29
BHNFMJIF_00065	216	2.0	1.37	4.91
BHNFMJIF_00066	180	1.0	0.21	0.88
BHNFMJIF_00067	359	0.5	0.50	1.08
BHNFMJIF_00068	188	0.5	0.12	0.48
BHNFMJIF_00069	2517	35.0	33.07	10.19
BHNFMJIF_00070	402	4.5	3.63	7.00
BHNFMJIF_00071	556	1.5	1.43	2.00
BHNFMJIF_00072	988	1.5	1.50	1.18
BHNFMJIF_00073	1157	10.5	10.47	7.02
BHNFMJIF_00074	626	1.5	1.50	1.86
BHNFMJIF_00075	464	2.5	2.50	4.18
BHNFMJIF_00076	179	0.5	0.50	2.17
BHNFMJIF_00077	734	4.0	3.52	3.72
BHNFMJIF_00078	428	0.5	0.08	0.15
BHNFMJIF_00079	186	1.0	0.91	3.80
BHNFMJIF_00080	427	4.0	3.54	6.44
BHNFMJIF_00081	628	1.5	1.13	1.40
BHNFMJIF_00082	446	1.5	1.36	2.36
BHNFMJIF_00083	813	3.0	2.63	2.51
BHNFMJIF_00084	913	5.5	4.66	3.96
BHNFMJIF_00085	258	1.0	1.00	3.01
BHNFMJIF_00086	228	0.0	0.00	0.00
BHNFMJIF_00088	186	4.0	2.01	8.39
BHNFMJIF_00089	183	8.5	6.30	26.73
BHNFMJIF_00090	246	10.0	7.55	23.82
BHNFMJIF_00091	327	2.5	1.97	4.68
BHNFMJIF_00092	543	123.5	107.07	152.98
BHNFMJIF_00093	780	66.0	56.97	56.66
BHNFMJIF_00094	1260	166.0	154.62	95.20
BHNFMJIF_00095	309	63.0	47.83	120.10
BHNFMJIF_00096	210	70.5	40.31	148.92
BHNFMJIF_00097	315	534.0	522.97	1288.04
BHNFMJIF_00098	171	1.0	0.02	0.08
BHNFMJIF_00099	291	21.0	11.14	29.69
BHNFMJIF_00100	1665	206.0	197.86	92.19
BHNFMJIF_00101	1089	87.5	83.51	59.49
BHNFMJIF_00102	698	16.0	13.64	15.16
BHNFMJIF_00103	545	92.5	92.19	131.23
BHNFMJIF_00104	2220	561.0	560.51	195.88
BHNFMJIF_00105	849	122.0	115.77	105.79
BHNFMJIF_00106	630	67.0	59.84	73.69
BHNFMJIF_00107	639	93.5	91.30	110.85
BHNFMJIF_00108	2850	247.5	239.16	65.10
BHNFMJIF_00109	2715	308.0	282.78	80.80
BHNFMJIF_00110	237	23.5	18.18	59.51
BHNFMJIF_00111	228	19.5	17.93	61.02
BHNFMJIF_00112	1668	1220.5	1061.67	493.81
BHNFMJIF_00113	1176	338.0	171.92	113.41
BHNFMJIF_00114	1224	29.5	28.79	18.25
BHNFMJIF_00115	565	7.5	6.21	8.52
BHNFMJIF_00116	3637	28.5	28.36	6.05
BHNFMJIF_00117	2058	56.0	56.00	21.11
BHNFMJIF_00118	879	1.5	0.77	0.68
BHNFMJIF_00119	1359	0.0	0.00	0.00
BHNFMJIF_00120	789	0.0	0.00	0.00
BHNFMJIF_00121	1089	3.0	3.00	2.14
BHNFMJIF_00122	1152	30.5	29.70	20.00
BHNFMJIF_00123	1285	86.5	78.48	47.38
BHNFMJIF_00124	1594	81.0	77.33	37.64
BHNFMJIF_00125	735	93.5	73.13	77.19
BHNFMJIF_00126	870	3213.5	3067.74	2735.65
BHNFMJIF_00127	1593	2533.5	2368.99	1153.74
BHNFMJIF_00128	558	1236.5	1066.40	1482.68
BHNFMJIF_00129	501	1056.0	792.89	1227.83
BHNFMJIF_00130	255	285.5	221.95	675.26
BHNFMJIF_00131	1092	1173.5	1095.67	778.43
BHNFMJIF_00132	414	577.5	387.63	726.40
BHNFMJIF_00133	255	644.0	548.42	1668.54
BHNFMJIF_00134	1536	2849.0	2736.45	1382.16
BHNFMJIF_00135	1551	321.5	318.66	159.39
BHNFMJIF_00136	1124	124.0	111.63	77.05
BHNFMJIF_00137	800	102.0	94.08	91.23
BHNFMJIF_00138	438	530.5	523.21	926.74
BHNFMJIF_00139	1287	116.0	112.89	68.05
BHNFMJIF_00140	678	56.5	53.79	61.55
BHNFMJIF_00141	738	74.0	69.49	73.06
BHNFMJIF_00142	1548	171.5	159.47	79.92
BHNFMJIF_00143	591	52.5	48.89	64.18
BHNFMJIF_00144	1659	2000.0	1965.36	919.08
BHNFMJIF_00145	732	1330.0	1267.73	1343.62
BHNFMJIF_00146	2460	57.0	56.76	17.90
BHNFMJIF_00147	396	1.0	1.00	1.96
BHNFMJIF_00148	1773	28.0	27.74	12.14
BHNFMJIF_00151	583	63.5	56.95	75.79
BHNFMJIF_00152	525	156.5	94.94	140.30
BHNFMJIF_00153	467	296.0	262.67	436.37
BHNFMJIF_00154	618	203.0	191.44	240.33
BHNFMJIF_00155	1447	132.0	127.92	68.59
BHNFMJIF_00156	568	108.5	101.59	138.76
BHNFMJIF_00157	2304	173.5	162.04	54.56
BHNFMJIF_00158	398	274.5	241.26	470.29
BHNFMJIF_00159	305	735.0	657.34	1672.05
BHNFMJIF_00160	1653	611.5	602.76	282.90
BHNFMJIF_00161	162	20.5	8.54	40.89
