featureID	uniq_len	num_alignments	counts	tpm
JJAGMNAF_00001	1407	239.5	238.16	250.18
JJAGMNAF_00002	741	102.5	98.49	196.44
JJAGMNAF_00003	2547	436.0	429.85	249.44
JJAGMNAF_00004	3006	125.5	123.98	60.96
JJAGMNAF_00005	369	19.5	14.26	57.13
JJAGMNAF_00006	882	126.0	114.29	191.51
JJAGMNAF_00007	1026	62.0	54.91	79.10
JJAGMNAF_00008	1317	165.0	162.66	182.54
JJAGMNAF_00009	1674	47.0	47.00	41.50
JJAGMNAF_00010	201	2203.5	1851.88	13617.31
JJAGMNAF_00011	693	16.0	14.15	30.18
JJAGMNAF_00012	444	1497.5	1347.01	4483.97
JJAGMNAF_00013	270	1219.0	842.87	4613.96
JJAGMNAF_00014	345	761.5	623.90	2672.84
JJAGMNAF_00015	447	52.5	42.06	139.08
JJAGMNAF_00016	183	362.0	341.07	2754.65
JJAGMNAF_00017	699	932.0	901.52	1906.21
JJAGMNAF_00018	1599	792.5	755.37	698.21
JJAGMNAF_00019	2160	1430.0	1427.04	976.47
JJAGMNAF_00020	147	3.5	0.33	3.34
JJAGMNAF_00021	1131	1.0	1.00	1.31
JJAGMNAF_00022	192	0.0	0.00	0.00
JJAGMNAF_00023	1242	0.0	0.00	0.00
JJAGMNAF_00024	906	0.0	0.00	0.00
JJAGMNAF_00025	1467	0.0	0.00	0.00
JJAGMNAF_00026	987	0.0	0.00	0.00
JJAGMNAF_00027	627	0.0	0.00	0.00
JJAGMNAF_00028	408	0.0	0.00	0.00
JJAGMNAF_00029	891	0.0	0.00	0.00
JJAGMNAF_00030	2676	0.0	0.00	0.00
JJAGMNAF_00031	1032	0.0	0.00	0.00
JJAGMNAF_00032	1938	47.0	47.00	35.84
JJAGMNAF_00033	2042	33.0	32.74	23.69
JJAGMNAF_00034	2591	29.0	27.99	15.97
JJAGMNAF_00035	1584	26.0	24.73	23.08
JJAGMNAF_00036	2508	25.5	24.86	14.65
JJAGMNAF_00037	4053	47.5	47.50	17.32
JJAGMNAF_00038	1614	7.0	7.00	6.41
JJAGMNAF_00039	510	1.5	1.50	4.35
JJAGMNAF_00040	1935	94.0	93.82	71.66
JJAGMNAF_00041	3072	12.5	11.56	5.56
JJAGMNAF_00042	1899	0.0	0.00	0.00
JJAGMNAF_00043	972	0.5	0.22	0.33
JJAGMNAF_00044	1122	1.0	1.00	1.32
JJAGMNAF_00045	966	5.0	4.43	6.78
JJAGMNAF_00046	1539	0.5	0.50	0.48
JJAGMNAF_00047	792	131.5	129.72	242.08
JJAGMNAF_00048	906	0.0	0.00	0.00
JJAGMNAF_00049	1385	862.0	830.32	886.08
JJAGMNAF_00050	632	365.0	338.70	792.08
JJAGMNAF_00051	1041	182.5	175.06	248.54
JJAGMNAF_00052	1920	19.5	17.81	13.71
JJAGMNAF_00053	654	163.0	157.95	356.95
JJAGMNAF_00054	1296	45.0	42.53	48.50
JJAGMNAF_00055	543	24.0	22.11	60.17
JJAGMNAF_00056	783	30.0	29.25	55.20
