featureID	uniq_len	num_alignments	counts	tpm
BHNFMJIF_00001	714	700.5	595.07	63.08
BHNFMJIF_00002	681	804.0	522.75	58.10
BHNFMJIF_00003	398	798.5	697.80	132.71
BHNFMJIF_00004	448	911.5	572.25	96.68
BHNFMJIF_00005	314	850.5	501.51	120.89
BHNFMJIF_00006	318	697.0	529.99	126.15
BHNFMJIF_00007	1305	1904.0	1807.33	104.83
BHNFMJIF_00008	399	835.0	541.57	102.74
BHNFMJIF_00009	699	2016.5	1782.56	193.03
BHNFMJIF_00010	1035	927.0	882.46	64.54
BHNFMJIF_00011	192	108.0	41.25	16.26
BHNFMJIF_00012	784	1562.5	1436.80	138.72
BHNFMJIF_00013	1120	3418.5	3375.64	228.13
BHNFMJIF_00014	338	331.5	287.34	64.35
BHNFMJIF_00015	2663	773.0	759.18	21.58
BHNFMJIF_00016	360	234.5	184.13	38.71
BHNFMJIF_00017	459	549.5	522.35	86.14
BHNFMJIF_00018	573	315.0	289.99	38.31
BHNFMJIF_00019	1407	652.5	618.67	33.28
BHNFMJIF_00020	708	408.5	379.70	40.59
BHNFMJIF_00021	315	52.0	36.30	8.72
BHNFMJIF_00022	1511	372.5	349.61	17.51
BHNFMJIF_00023	347	171.0	137.39	29.97
BHNFMJIF_00024	1014	449.0	379.69	28.34
BHNFMJIF_00025	189	191.0	131.62	52.71
BHNFMJIF_00026	1087	520.0	499.73	34.80
BHNFMJIF_00027	677	298.5	277.41	31.02
BHNFMJIF_00028	1005	338.5	322.93	24.32
BHNFMJIF_00029	589	183.0	151.29	19.44
BHNFMJIF_00030	485	241.5	203.14	31.70
BHNFMJIF_00032	120	37.5	25.05	15.80
BHNFMJIF_00033	182	99.5	71.51	29.74
BHNFMJIF_00034	171	77.5	37.82	16.74
BHNFMJIF_00035	640	179.0	171.10	20.24
BHNFMJIF_00036	285	130.5	97.57	25.91
BHNFMJIF_00037	174	92.0	76.96	33.48
BHNFMJIF_00038	105	31.5	10.05	7.24
BHNFMJIF_00039	308	1772.5	1216.58	298.98
BHNFMJIF_00040	362	1552.0	945.77	197.76
BHNFMJIF_00041	288	173.0	114.22	30.02
BHNFMJIF_00042	276	107.5	61.95	16.99
BHNFMJIF_00043	190	103.0	48.62	19.37
BHNFMJIF_00044	166	99.5	57.00	25.99
BHNFMJIF_00045	411	221.0	130.37	24.01
BHNFMJIF_00046	467	235.5	210.30	34.09
BHNFMJIF_00047	248	126.0	108.88	33.23
BHNFMJIF_00048	240	115.5	83.83	26.44
BHNFMJIF_00049	280	167.5	120.14	32.48
BHNFMJIF_00050	343	193.5	121.71	26.86
BHNFMJIF_00051	198	127.0	70.66	27.01
BHNFMJIF_00052	210	63.0	34.50	12.44
BHNFMJIF_00053	237	120.0	77.66	24.80
BHNFMJIF_00054	99	68.0	24.85	19.00
BHNFMJIF_00055	786	920.0	874.51	84.22
BHNFMJIF_00056	345	1396.0	1149.84	252.27
BHNFMJIF_00057	318	3826.5	3261.42	776.31
BHNFMJIF_00058	318	444.5	376.49	89.62
BHNFMJIF_00059	594	932.5	814.49	103.79
BHNFMJIF_00060	342	773.5	554.43	122.71
BHNFMJIF_00061	210	886.0	575.61	207.47
BHNFMJIF_00062	924	1792.0	1454.86	119.18
BHNFMJIF_00063	2112	9660.5	9468.46	339.34
BHNFMJIF_00064	393	312.0	275.59	53.08
BHNFMJIF_00065	216	111.0	88.79	31.11
BHNFMJIF_00066	180	86.0	45.75	19.24
BHNFMJIF_00067	359	126.5	83.68	17.64
BHNFMJIF_00068	188	121.0	68.33	27.51
