featureID	uniq_len	num_alignments	counts	tpm
JJAGMNAF_00001	1407	609.0	605.50	320.62
JJAGMNAF_00002	741	504.5	475.15	477.73
JJAGMNAF_00003	2547	1332.5	1291.12	377.66
JJAGMNAF_00004	3006	299.5	299.14	74.14
JJAGMNAF_00005	369	57.0	34.91	70.49
JJAGMNAF_00006	882	395.0	356.86	301.44
JJAGMNAF_00007	1026	241.5	225.52	163.76
JJAGMNAF_00008	1317	547.5	538.72	304.75
JJAGMNAF_00009	1674	244.5	243.02	108.16
JJAGMNAF_00010	201	6183.0	5119.58	18975.99
JJAGMNAF_00011	693	29.0	25.74	27.67
JJAGMNAF_00012	444	1396.0	1226.30	2057.70
JJAGMNAF_00013	270	1686.5	1220.19	3366.89
JJAGMNAF_00014	345	1170.5	989.92	2137.69
JJAGMNAF_00015	447	78.0	62.17	103.63
JJAGMNAF_00016	183	988.5	928.73	3780.99
JJAGMNAF_00017	699	2181.0	2081.50	2218.53
JJAGMNAF_00018	1599	1644.5	1501.08	699.39
JJAGMNAF_00019	2160	5706.5	5668.78	1955.25
JJAGMNAF_00020	147	71.0	7.32	37.08
JJAGMNAF_00021	1131	14.5	14.50	9.55
JJAGMNAF_00022	192	1803.0	1541.09	5979.88
JJAGMNAF_00023	1242	2105.0	1710.57	1026.09
JJAGMNAF_00024	906	29.5	17.71	14.56
JJAGMNAF_00025	1467	28.0	28.00	14.22
JJAGMNAF_00026	987	5.0	4.42	3.34
JJAGMNAF_00027	627	61.5	61.25	72.78
JJAGMNAF_00028	408	2493.0	2024.83	3697.39
JJAGMNAF_00029	891	2274.5	1353.17	1131.47
JJAGMNAF_00030	2676	593.0	573.30	159.61
JJAGMNAF_00031	1032	116.5	106.61	76.96
JJAGMNAF_00032	1938	38.0	30.21	11.61
JJAGMNAF_00033	2042	25.0	25.00	9.12
JJAGMNAF_00034	2591	22.0	21.10	6.07
JJAGMNAF_00035	1584	17.5	16.20	7.62
JJAGMNAF_00036	2508	43.0	43.00	12.77
JJAGMNAF_00037	4053	43.5	42.82	7.87
JJAGMNAF_00038	1614	4.0	4.00	1.85
JJAGMNAF_00039	510	0.0	0.00	0.00
JJAGMNAF_00040	1935	4.0	4.00	1.54
JJAGMNAF_00041	3072	14.0	14.00	3.40
JJAGMNAF_00042	1899	6.0	6.00	2.35
JJAGMNAF_00043	972	10.0	9.78	7.50
JJAGMNAF_00044	1122	4.5	4.50	2.99
JJAGMNAF_00045	966	18.0	17.54	13.53
JJAGMNAF_00046	1539	7.0	6.70	3.24
JJAGMNAF_00047	792	54.5	53.63	50.45
JJAGMNAF_00048	906	3.5	1.98	1.63
JJAGMNAF_00049	1385	2178.5	2067.09	1111.92
JJAGMNAF_00050	632	1718.5	1599.19	1885.16
JJAGMNAF_00051	1041	252.5	242.65	173.66
JJAGMNAF_00052	1920	41.5	40.06	15.54
JJAGMNAF_00053	654	257.5	245.22	279.34
JJAGMNAF_00054	1296	149.5	137.21	78.88
JJAGMNAF_00055	543	150.5	142.58	195.62
JJAGMNAF_00056	783	185.5	180.63	171.87
JJAGMNAF_00057	975	210.0	206.66	157.92
JJAGMNAF_00058	1803	305.5	279.55	115.51
JJAGMNAF_00059	576	228.0	219.14	283.44
JJAGMNAF_00060	1164	393.5	367.02	234.91
JJAGMNAF_00061	3173	155.0	149.33	35.06
JJAGMNAF_00062	1470	106.0	102.13	51.76
JJAGMNAF_00063	3067	187.0	185.28	45.01
JJAGMNAF_00064	1068	78.5	75.92	52.96
JJAGMNAF_00065	1650	36.5	36.06	16.28
JJAGMNAF_00066	1512	20.0	19.47	9.59
JJAGMNAF_00067	903	13.0	12.06	9.95
JJAGMNAF_00068	1905	33.0	31.73	12.41
JJAGMNAF_00069	1095	33.5	32.20	21.91
JJAGMNAF_00070	249	23.5	21.69	64.89
JJAGMNAF_00071	867	66.5	55.07	47.32
JJAGMNAF_00072	222	33.0	31.34	105.17
JJAGMNAF_00073	999	36.0	35.40	26.40
JJAGMNAF_00074	1080	79.5	75.24	51.90
JJAGMNAF_00075	771	393.0	388.71	375.61
JJAGMNAF_00076	867	122.0	109.48	94.08
JJAGMNAF_00077	783	101.5	95.91	91.26
JJAGMNAF_00078	1569	562.5	551.33	261.79
JJAGMNAF_00079	858	168.5	157.17	136.47
JJAGMNAF_00080	543	122.5	104.59	143.50
JJAGMNAF_00081	660	272.0	259.38	292.79
JJAGMNAF_00082	3705	1711.5	1705.41	342.93
JJAGMNAF_00083	4017	411.0	406.69	75.43
JJAGMNAF_00084	545	42.0	41.29	56.44
JJAGMNAF_00085	569	34.0	25.12	32.89
JJAGMNAF_00086	1500	423.5	421.97	209.58
JJAGMNAF_00087	2802	816.5	814.89	216.67
JJAGMNAF_00088	1032	43.5	40.98	29.58
JJAGMNAF_00089	2307	260.5	249.88	80.70
JJAGMNAF_00090	492	158.0	148.82	225.35
JJAGMNAF_00091	208	66.5	50.23	179.91
JJAGMNAF_00092	1417	264.0	261.46	137.47
JJAGMNAF_00093	1680	121.5	113.96	50.54
JJAGMNAF_00094	183	118.5	79.02	321.69
JJAGMNAF_00095	966	174.0	166.14	128.14
JJAGMNAF_00096	594	74.5	73.43	92.10
JJAGMNAF_00097	1170	415.0	406.93	259.12
JJAGMNAF_00098	1116	172.0	148.58	99.19
JJAGMNAF_00099	819	263.0	210.80	191.76
JJAGMNAF_00100	1236	197.5	162.08	97.70
JJAGMNAF_00101	1041	952.5	876.14	627.03
JJAGMNAF_00102	1386	487.5	472.51	253.99
JJAGMNAF_00103	768	338.0	329.74	319.87
JJAGMNAF_00104	564	638.5	627.17	828.46
JJAGMNAF_00105	903	43.0	40.73	33.60
JJAGMNAF_00106	2040	172.0	171.28	62.55
JJAGMNAF_00107	111	1.5	1.24	8.34
JJAGMNAF_00108	774	11.0	10.80	10.40
JJAGMNAF_00109	1779	238.5	236.68	99.12
JJAGMNAF_00110	1551	6.0	5.61	2.70
JJAGMNAF_00111	188	0.5	0.21	0.84
JJAGMNAF_00112	1808	6.0	6.00	2.47
JJAGMNAF_00113	3402	7.0	5.80	1.27
JJAGMNAF_00114	975	1.0	1.00	0.76
JJAGMNAF_00115	597	13.0	13.00	16.22
JJAGMNAF_00116	2109	185.5	179.86	63.53
JJAGMNAF_00117	1191	72.0	62.15	38.88
JJAGMNAF_00118	1344	1661.0	1656.32	918.14
JJAGMNAF_00119	1887	258.0	249.39	98.46
JJAGMNAF_00120	384	52.0	47.88	92.90
JJAGMNAF_00121	1224	3.0	3.00	1.83
JJAGMNAF_00122	1650	4.5	4.50	2.03
JJAGMNAF_00123	1938	7.0	6.59	2.53
JJAGMNAF_00124	2637	5.0	5.00	1.41
JJAGMNAF_00125	1086	3.5	3.50	2.40
JJAGMNAF_00126	1923	9.0	8.88	3.44
JJAGMNAF_00127	1386	11.0	11.00	5.91
JJAGMNAF_00128	1427	48.5	46.95	24.51
JJAGMNAF_00129	134	20.5	8.49	47.18
JJAGMNAF_00130	933	553.0	505.10	403.33
