featureID	uniq_len	num_alignments	counts	tpm
JJAGMNAF_00001	1407	534.0	531.99	360.70
JJAGMNAF_00002	741	104.5	99.91	128.62
JJAGMNAF_00003	2547	367.0	364.43	136.50
JJAGMNAF_00004	3006	329.5	328.16	104.14
JJAGMNAF_00005	369	69.5	51.42	132.94
JJAGMNAF_00006	882	315.5	282.30	305.34
JJAGMNAF_00007	1026	230.0	210.11	195.36
JJAGMNAF_00008	1317	519.5	509.55	369.10
JJAGMNAF_00009	1674	532.5	528.49	301.17
JJAGMNAF_00010	201	740.0	618.05	2933.33
JJAGMNAF_00011	693	105.0	94.73	130.40
JJAGMNAF_00012	444	1329.0	1181.24	2538.00
JJAGMNAF_00013	270	1498.5	1130.39	3993.95
JJAGMNAF_00014	345	1209.0	1075.40	2973.63
JJAGMNAF_00015	447	76.0	72.89	155.57
JJAGMNAF_00016	183	47.0	43.86	228.62
JJAGMNAF_00017	699	632.0	605.49	826.35
JJAGMNAF_00018	1599	1313.0	1290.99	770.21
JJAGMNAF_00019	2160	95.0	95.00	41.96
JJAGMNAF_00020	147	0.0	0.00	0.00
JJAGMNAF_00021	1131	3.0	3.00	2.53
JJAGMNAF_00022	192	0.0	0.00	0.00
JJAGMNAF_00023	1242	0.0	0.00	0.00
JJAGMNAF_00024	906	0.0	0.00	0.00
JJAGMNAF_00025	1467	0.0	0.00	0.00
JJAGMNAF_00026	987	0.0	0.00	0.00
JJAGMNAF_00027	627	0.0	0.00	0.00
JJAGMNAF_00028	408	0.0	0.00	0.00
JJAGMNAF_00029	891	0.0	0.00	0.00
JJAGMNAF_00030	2676	0.0	0.00	0.00
JJAGMNAF_00031	1032	0.0	0.00	0.00
JJAGMNAF_00032	1938	77.0	76.80	37.80
JJAGMNAF_00033	2042	65.0	63.54	29.68
JJAGMNAF_00034	2591	92.5	90.18	33.20
JJAGMNAF_00035	1584	45.0	43.50	26.20
JJAGMNAF_00036	2508	102.0	99.01	37.66
JJAGMNAF_00037	4053	274.5	274.13	64.52
JJAGMNAF_00038	1614	8.5	8.50	5.02
JJAGMNAF_00039	510	8.5	8.50	15.90
JJAGMNAF_00040	1935	120.5	120.20	59.26
JJAGMNAF_00041	3072	103.5	103.50	32.14
JJAGMNAF_00042	1899	53.0	53.00	26.62
JJAGMNAF_00043	972	42.0	38.85	38.12
JJAGMNAF_00044	1122	38.5	38.50	32.73
JJAGMNAF_00045	966	48.0	45.56	44.99
JJAGMNAF_00046	1539	66.0	64.04	39.70
JJAGMNAF_00047	792	269.0	266.60	321.12
JJAGMNAF_00048	906	0.0	0.00	0.00
JJAGMNAF_00049	1385	1805.0	1761.73	1213.46
JJAGMNAF_00050	632	548.0	508.67	767.80
JJAGMNAF_00051	1041	268.5	261.17	239.34
JJAGMNAF_00052	1920	102.5	100.32	49.85
JJAGMNAF_00053	654	326.0	301.23	439.39
JJAGMNAF_00054	1296	421.0	389.33	286.58
JJAGMNAF_00055	543	247.5	234.43	411.87
JJAGMNAF_00056	783	396.5	393.25	479.12
JJAGMNAF_00057	975	240.0	231.76	226.76
JJAGMNAF_00058	1803	350.5	326.81	172.92
JJAGMNAF_00059	576	142.0	131.69	218.11
JJAGMNAF_00060	1164	411.5	390.13	319.73
JJAGMNAF_00061	3173	496.0	480.94	144.60
JJAGMNAF_00062	1470	208.0	199.31	129.34
JJAGMNAF_00063	3067	471.0	462.84	143.96
JJAGMNAF_00064	1068	284.0	279.79	249.91
JJAGMNAF_00065	1650	56.5	55.39	32.02
JJAGMNAF_00066	1512	19.0	18.90	11.93
JJAGMNAF_00067	903	15.0	14.15	14.95
JJAGMNAF_00068	1905	28.0	27.78	13.91
JJAGMNAF_00069	1095	20.5	20.50	17.86
JJAGMNAF_00070	249	5.5	4.68	17.92
JJAGMNAF_00071	867	71.5	62.01	68.24
JJAGMNAF_00072	222	10.0	7.54	32.38
JJAGMNAF_00073	999	60.0	57.12	54.54
JJAGMNAF_00074	1080	73.0	69.99	61.82
JJAGMNAF_00075	771	318.5	304.70	377.01
JJAGMNAF_00076	867	129.0	115.18	126.74
JJAGMNAF_00077	783	109.5	100.90	122.94
JJAGMNAF_00078	1569	439.0	426.26	259.17
JJAGMNAF_00079	858	169.0	157.16	174.74
JJAGMNAF_00080	543	133.0	113.54	199.47
JJAGMNAF_00081	660	266.5	254.32	367.60
JJAGMNAF_00082	3705	3214.0	3212.65	827.20
JJAGMNAF_00083	4017	267.5	267.10	63.43
JJAGMNAF_00084	545	25.5	24.12	42.22
JJAGMNAF_00085	569	30.5	24.35	40.83
JJAGMNAF_00086	1500	381.5	379.54	241.38
JJAGMNAF_00087	2802	1038.0	1035.85	352.67
JJAGMNAF_00088	1032	95.0	88.41	81.72
JJAGMNAF_00089	2307	242.0	235.84	97.52
JJAGMNAF_00090	492	74.0	70.15	136.02
JJAGMNAF_00091	208	22.5	16.10	73.84
JJAGMNAF_00092	1417	284.5	281.10	189.25
JJAGMNAF_00093	1680	232.5	223.31	126.81
JJAGMNAF_00094	183	77.0	54.27	282.92
JJAGMNAF_00095	966	177.0	171.85	169.71
JJAGMNAF_00096	594	36.5	32.68	52.48
JJAGMNAF_00097	1170	477.5	470.55	383.67
JJAGMNAF_00098	1116	181.0	168.20	143.78
JJAGMNAF_00099	819	297.0	261.54	304.65
JJAGMNAF_00100	1236	293.5	268.28	207.06
JJAGMNAF_00101	1041	852.0	836.11	766.22
JJAGMNAF_00102	1386	603.0	591.72	407.28
JJAGMNAF_00103	768	455.5	449.61	558.48
JJAGMNAF_00104	564	250.5	247.72	419.00
JJAGMNAF_00105	903	128.0	126.74	133.90
JJAGMNAF_00106	2040	213.0	212.54	99.39
JJAGMNAF_00107	111	2.0	0.96	8.29
JJAGMNAF_00108	774	11.5	10.51	12.95
JJAGMNAF_00109	1779	102.0	101.80	54.59
JJAGMNAF_00110	1551	31.0	31.00	19.07
JJAGMNAF_00111	188	2.5	2.44	12.36
JJAGMNAF_00112	1808	67.5	67.42	35.58
JJAGMNAF_00113	3402	146.5	145.13	40.70
JJAGMNAF_00114	975	28.5	27.00	26.42
JJAGMNAF_00115	597	16.0	14.67	23.44
JJAGMNAF_00116	2109	141.0	139.04	62.89
JJAGMNAF_00117	1191	101.5	96.56	77.34
JJAGMNAF_00118	1344	203.5	196.63	139.57
JJAGMNAF_00119	1887	404.0	398.48	201.45
JJAGMNAF_00120	384	61.5	57.55	142.98
JJAGMNAF_00121	1224	62.5	60.45	47.12
JJAGMNAF_00122	1650	0.0	0.00	0.00
JJAGMNAF_00123	1938	0.0	0.00	0.00
JJAGMNAF_00124	2637	0.0	0.00	0.00
JJAGMNAF_00125	1086	0.0	0.00	0.00
JJAGMNAF_00126	1923	0.0	0.00	0.00
JJAGMNAF_00127	1386	0.0	0.00	0.00
